session_id_a,platform_a,session_id_b,platform_b,global_uid,expected_method,match_features
A_sess_00323_617e0b23,A,B_sess_00324_ef069a55,B,global_7e974ca5c7a043ad,deterministic,"{""ip_range"": ""10.194.161.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Amsterdam"", ""location_country"": ""NL"", ""hashed_email"": ""d0cecee2c71e2d966db87c7c92095b694320600eeeb13fe21c8bf2e86bf456e6""}"
A_sess_00325_3caeef90,A,B_sess_00326_4f732835,B,global_cc157fbc22e04b59,deterministic,"{""ip_range"": ""10.125.162.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": ""733906be00b1747385c4540da3f8e38866705f50abff480cdb811d6e0764c0aa""}"
A_sess_00327_e8b89823,A,B_sess_00328_60e568d2,B,global_7bec65660e9144fc,deterministic,"{""ip_range"": ""10.30.163.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Chicago"", ""location_country"": ""US"", ""hashed_email"": ""e73c1b6bbd1e3b90938f2a74ca55711b48cb92d85b1e3079458fe90ba9835443""}"
A_sess_00329_72c985b2,A,B_sess_00330_86407932,B,global_8f45076367d044f9,deterministic,"{""ip_range"": ""10.77.164.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Paris"", ""location_country"": ""FR"", ""hashed_email"": ""5203fc4a7867da898a4d10c593487832a9f1b7b17f900de2c50c6f7c280ad7e7""}"
A_sess_00331_01ea8490,A,B_sess_00332_cf6561d8,B,global_ea458b4e1ef242ed,deterministic,"{""ip_range"": ""10.211.165.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Mumbai"", ""location_country"": ""IN"", ""hashed_email"": ""e26bdb2527686ea3295234782ae0dc5247c48d5535dc8da02f5d4e7d51de590e""}"
A_sess_00333_b8c1b8d3,A,B_sess_00334_0a81980e,B,global_591ac06c76d04e6b,deterministic,"{""ip_range"": ""10.231.166.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": ""590748676ab1ea4dcbdf3c1b54682677b8e128b0cfe379d18fb12653fe68681c""}"
A_sess_00335_33f1fe14,A,B_sess_00336_28b949f7,B,global_f07f3e891eb44667,deterministic,"{""ip_range"": ""10.226.167.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Munich"", ""location_country"": ""DE"", ""hashed_email"": ""ff78e2b32bcf40d07d2873158113eb5d125010af1d022f4092690bf30f124149""}"
A_sess_00337_2620f570,A,B_sess_00338_976c2875,B,global_3eb7b6843a4f42f7,deterministic,"{""ip_range"": ""10.238.168.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Sao Paulo"", ""location_country"": ""BR"", ""hashed_email"": ""d8ae2394894f2c44865490e747e82f3a8397a6aab2fa0312af416d72cc7bcad3""}"
A_sess_00339_2e37f36f,A,B_sess_00340_881d2016,B,global_b7f8f3c3c6824353,deterministic,"{""ip_range"": ""10.29.169.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Osaka"", ""location_country"": ""JP"", ""hashed_email"": ""374e88601e71b4ceeb9bce7c621bc429e6a25beea33af2b5ce4488df5ba28995""}"
A_sess_00341_cb6b3f1c,A,B_sess_00342_726e5db2,B,global_ad47a9f5f5be4442,deterministic,"{""ip_range"": ""10.4.170.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Amsterdam"", ""location_country"": ""NL"", ""hashed_email"": ""78ab9b9a57fc11ad4edf737d5747effc134fa38810061044b4d5af87794a58d8""}"
A_sess_00343_323a5572,A,B_sess_00344_63b19409,B,global_823f80438bc042d6,deterministic,"{""ip_range"": ""10.143.171.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Chicago"", ""location_country"": ""US"", ""hashed_email"": ""6e858f1bcd4d97ce581549666d1151b2704aaa3183acd724b20e45dca994af19""}"
A_sess_00345_b4f0821c,A,B_sess_00346_17e48f39,B,global_057bb2104a174b9d,deterministic,"{""ip_range"": ""10.49.172.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Bangalore"", ""location_country"": ""IN"", ""hashed_email"": ""acc7fd298e3d1db9e36a85b2b725f5e16a39d6348f54df864fca07b1ee518867""}"
A_sess_00347_f71a0f78,A,B_sess_00348_3e9a18f0,B,global_a7ea704ff9fa4b1d,deterministic,"{""ip_range"": ""10.135.173.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Amsterdam"", ""location_country"": ""NL"", ""hashed_email"": ""05722d5fe89393250e70cda1cfd81cdcebd1c13337d261af688e7829e9b8caa0""}"
A_sess_00349_44830455,A,B_sess_00350_f687e6f6,B,global_cd6b59b931a84d98,deterministic,"{""ip_range"": ""10.205.174.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": ""5afc80c1fea72b76d84b77baeb663a7b8bf4a944f97bbc9547a6829e3a9c6026""}"
A_sess_00351_d1710ec1,A,B_sess_00352_8b2aa2de,B,global_78033d94e5ae49b6,deterministic,"{""ip_range"": ""10.252.175.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": ""f674f589e5e12a290be08c80ca25c04b642a6134be5c5f610394c8171db19085""}"
A_sess_00353_00cba38d,A,B_sess_00354_7af058f0,B,global_97df67bcb90f4b2e,deterministic,"{""ip_range"": ""10.4.176.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Toronto"", ""location_country"": ""CA"", ""hashed_email"": ""216b58f2e38637c1098ad4499c36cb971b7e6375567ac21ac27f1ea083a1bb23""}"
A_sess_00355_f87d18d3,A,B_sess_00356_109d05db,B,global_d6effe7123da4b5c,deterministic,"{""ip_range"": ""10.150.177.0/24"", ""device_type"": ""desktop"", ""location_city"": ""New York"", ""location_country"": ""US"", ""hashed_email"": ""e2fbb29a54a97142b8ad1303b84cdabe4d6cd794f15b420cbecfc36946c56cba""}"
A_sess_00357_56c93a2b,A,B_sess_00358_79cfbc76,B,global_f679b919c3de4550,deterministic,"{""ip_range"": ""10.186.178.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Manchester"", ""location_country"": ""GB"", ""hashed_email"": ""bd99a625e254138722690e1e4ae4909558c5d38e496735e444f85fd6a0f1014d""}"
A_sess_00359_f0f4a8fa,A,B_sess_00360_005f7c17,B,global_96d6b889322c4fe6,deterministic,"{""ip_range"": ""10.198.179.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Sydney"", ""location_country"": ""AU"", ""hashed_email"": ""c793e43cd3d8b65e8bc0c2c8c546f08edd6e4a298c6be70dfceb9dc417f4fcef""}"
A_sess_00361_2ef1966e,A,B_sess_00362_b0037f56,B,global_2e677bf764ab4006,deterministic,"{""ip_range"": ""10.69.180.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Manchester"", ""location_country"": ""GB"", ""hashed_email"": ""5d6fb919a8b9e89d61d51af63be35e17fda6a17ca24e974803a716fd97fa8673""}"
A_sess_00363_8e50ce83,A,B_sess_00364_e867fdc4,B,global_5c52a6ab6b4e4b79,deterministic,"{""ip_range"": ""10.108.181.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Mexico City"", ""location_country"": ""MX"", ""hashed_email"": ""c0d1412bbaf407fa5edb7291e0794e2205eb6c137ebf27aceaaf5d9191003d63""}"
A_sess_00365_07643a1b,A,B_sess_00366_e26f1c6e,B,global_ad42084ca75b4608,deterministic,"{""ip_range"": ""10.62.182.0/24"", ""device_type"": ""mobile"", ""location_city"": ""New York"", ""location_country"": ""US"", ""hashed_email"": ""d3475145fe62a7521ed246f32e4ed53d49b7a0bdc3bb752d9ee5a67311b477d0""}"
A_sess_00367_518347ee,A,B_sess_00368_16a660b4,B,global_362ed70327074180,deterministic,"{""ip_range"": ""10.109.183.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Chicago"", ""location_country"": ""US"", ""hashed_email"": ""31d66c0ef5fe5b5f4f48b159d7b3aab8fad845aa6968db6fcfa791bc3d8d8382""}"
A_sess_00369_ec94d283,A,B_sess_00370_99a34fd0,B,global_23937bb9da9c49ec,deterministic,"{""ip_range"": ""10.155.184.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Sydney"", ""location_country"": ""AU"", ""hashed_email"": ""f75c4e8011ec3f2a9d717e18e6b4df17ea469bb30f262bd92fe6447a39b08bf1""}"
A_sess_00371_b4354678,A,B_sess_00372_933efaeb,B,global_38f92c3e5f224ad7,deterministic,"{""ip_range"": ""10.145.185.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Amsterdam"", ""location_country"": ""NL"", ""hashed_email"": ""38d9c664f717c5210ae0e0294363b96ca226cc4110d395712d165f3174ce6157""}"
A_sess_00373_9941bedf,A,B_sess_00374_201911eb,B,global_e04d2703234a404a,deterministic,"{""ip_range"": ""10.246.186.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Singapore"", ""location_country"": ""SG"", ""hashed_email"": ""44dded41c6bc15f086e7edb5c5b4cba61b81efaace4c1f41da9e43ea91e94e30""}"
A_sess_00375_f03bdfda,A,B_sess_00376_f8f86cd0,B,global_e7203def3c664d86,deterministic,"{""ip_range"": ""10.52.187.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Houston"", ""location_country"": ""US"", ""hashed_email"": ""bd257ec89219de46b795c10cea8501a8544696d4e550987ee5ed99404b738dbd""}"
A_sess_00377_50038566,A,B_sess_00378_b0433c3b,B,global_9a547fdb223c4042,deterministic,"{""ip_range"": ""10.216.188.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Toronto"", ""location_country"": ""CA"", ""hashed_email"": ""d646dcd0e8f7c8ce44c70f5a09648320adb0c70f7677ca95b8d2a3232a69215a""}"
A_sess_00379_40936d23,A,B_sess_00380_512a2f4a,B,global_ce364bc83cc346dc,deterministic,"{""ip_range"": ""10.138.189.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Sao Paulo"", ""location_country"": ""BR"", ""hashed_email"": ""d05ddc67c07df542f31f8ac0d7b70b379825749dd17450a56d7eeac1691ed876""}"
A_sess_00381_24c90b00,A,B_sess_00382_85e9b7d2,B,global_0df5170d8be04dee,deterministic,"{""ip_range"": ""10.207.190.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Chicago"", ""location_country"": ""US"", ""hashed_email"": ""ed12dbf0d2f5d2b4e808e1e05d6473490a86dc71e25bb6e37bee0b091ce4961d""}"
A_sess_00383_99ab21a7,A,B_sess_00384_7cf78e28,B,global_2c31e764d61b48a5,deterministic,"{""ip_range"": ""10.236.191.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Los Angeles"", ""location_country"": ""US"", ""hashed_email"": ""aa4e93cd6d5725b258d994744967587e968c28f9dc1a5fa75e861c28e660cc4f""}"
A_sess_00385_ac64592c,A,B_sess_00386_eddc106d,B,global_b2cca988540b4415,deterministic,"{""ip_range"": ""10.27.192.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Mumbai"", ""location_country"": ""IN"", ""hashed_email"": ""10cdc0e664eb8bb86277f7216ca5ff427b65161d47a96c73886456f35b641b4b""}"
A_sess_00387_f48725e8,A,B_sess_00388_a74be1a2,B,global_d558a0f973344bbe,deterministic,"{""ip_range"": ""10.16.193.0/16"", ""device_type"": ""mobile"", ""location_city"": ""London"", ""location_country"": ""GB"", ""hashed_email"": ""966bd6015f5a028afc1bee38112e6f7d266d7d5edf4ae03e9db1f05f15b61894""}"
A_sess_00389_681d66c5,A,B_sess_00390_c6b16cc4,B,global_bd9aecdefbb14617,deterministic,"{""ip_range"": ""10.75.194.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Houston"", ""location_country"": ""US"", ""hashed_email"": ""f9f5ec1a9461a9eb32b6c031cabc7ac75ff85e620ade8e7324380f4411a8bc85""}"
A_sess_00391_f7a3bc79,A,B_sess_00392_85124aba,B,global_267ccc2e4bc64d99,deterministic,"{""ip_range"": ""10.196.195.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Munich"", ""location_country"": ""DE"", ""hashed_email"": ""ecad2d7277cb72dd6c9490ce6d1115ba4162fd8f5e4fdd53de78a664442ec414""}"
A_sess_00393_9079160b,A,B_sess_00394_4a1efdb8,B,global_f6d926c658434762,deterministic,"{""ip_range"": ""10.147.196.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Mumbai"", ""location_country"": ""IN"", ""hashed_email"": ""11ba13b431185a6c836c1f4a1838c42846994ac5bbdbb787e674d3e1921e5a5c""}"
A_sess_00395_9924f3e7,A,B_sess_00396_84926ed8,B,global_39dd89468ac3464f,deterministic,"{""ip_range"": ""10.3.197.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Seoul"", ""location_country"": ""KR"", ""hashed_email"": ""e5d4489417aaaae83811175dbf491fc7a3d493d82021e6a3739292675ea77597""}"
A_sess_00397_4e21d241,A,B_sess_00398_85d7da8e,B,global_b65c2b4f5ece43f3,deterministic,"{""ip_range"": ""10.196.198.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Mumbai"", ""location_country"": ""IN"", ""hashed_email"": ""2cd7746e7913f82eb00feb62141cd64ae0b23cf045f301a538cbaba54d6e1d8f""}"
A_sess_00399_c921f9db,A,B_sess_00400_8695e759,B,global_ba65a8f4351848d1,deterministic,"{""ip_range"": ""10.123.199.0/24"", ""device_type"": ""mobile"", ""location_city"": ""London"", ""location_country"": ""GB"", ""hashed_email"": ""1fe98fe0f77596bf974d4e508e1d4e23bcfee370c02a54574ec399408c1a764c""}"
A_sess_00401_49217703,A,B_sess_00402_1118bb64,B,global_5680d98285b74d3b,probabilistic,"{""ip_range"": ""10.89.200.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": null}"
A_sess_00403_df3e82a8,A,B_sess_00404_742f7a33,B,global_d27529041d034ac5,probabilistic,"{""ip_range"": ""10.36.201.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Munich"", ""location_country"": ""DE"", ""hashed_email"": null}"
A_sess_00405_03f9fd10,A,B_sess_00406_45ad41fe,B,global_bdd70eddf7834f76,probabilistic,"{""ip_range"": ""10.14.202.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": null}"
A_sess_00407_99d52d27,A,B_sess_00408_894fd335,B,global_a75cea32b7594cc4,probabilistic,"{""ip_range"": ""10.252.203.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Singapore"", ""location_country"": ""SG"", ""hashed_email"": null}"
A_sess_00409_dca22314,A,B_sess_00410_0b718df1,B,global_c847214fdbba4195,probabilistic,"{""ip_range"": ""10.165.204.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Paris"", ""location_country"": ""FR"", ""hashed_email"": null}"
A_sess_00411_39e7a372,A,B_sess_00412_98539c80,B,global_4d9ca09469374981,probabilistic,"{""ip_range"": ""10.78.205.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Manchester"", ""location_country"": ""GB"", ""hashed_email"": null}"
A_sess_00413_f13fe72c,A,B_sess_00414_c5d4d028,B,global_bd25746f4319487f,probabilistic,"{""ip_range"": ""10.239.206.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Houston"", ""location_country"": ""US"", ""hashed_email"": null}"
A_sess_00415_112b380c,A,B_sess_00416_a307172c,B,global_2b3087db00be438c,probabilistic,"{""ip_range"": ""10.129.207.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Paris"", ""location_country"": ""FR"", ""hashed_email"": null}"
A_sess_00417_ab065981,A,B_sess_00418_1108e3bc,B,global_fc4c9746345b4e92,probabilistic,"{""ip_range"": ""10.116.208.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Manchester"", ""location_country"": ""GB"", ""hashed_email"": null}"
A_sess_00419_1bec3dbe,A,B_sess_00420_d1ef9197,B,global_bb0da61e226944cb,probabilistic,"{""ip_range"": ""10.25.209.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Amsterdam"", ""location_country"": ""NL"", ""hashed_email"": null}"
A_sess_00421_afbaced0,A,B_sess_00422_df4f7ba1,B,global_5f571b367180456e,probabilistic,"{""ip_range"": ""10.95.210.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Paris"", ""location_country"": ""FR"", ""hashed_email"": null}"
A_sess_00423_b4883d42,A,B_sess_00424_0c1cb350,B,global_dd5c64b8cff64acf,probabilistic,"{""ip_range"": ""10.63.211.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Sao Paulo"", ""location_country"": ""BR"", ""hashed_email"": null}"
A_sess_00425_d214e970,A,B_sess_00426_80d6aab0,B,global_7fb9c5b16c9c4ec7,probabilistic,"{""ip_range"": ""10.97.212.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Chicago"", ""location_country"": ""US"", ""hashed_email"": null}"
A_sess_00427_9fd35359,A,B_sess_00428_ba3d5f88,B,global_b52dfb7fecd34868,probabilistic,"{""ip_range"": ""10.181.213.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Sao Paulo"", ""location_country"": ""BR"", ""hashed_email"": null}"
A_sess_00429_1c2c80f8,A,B_sess_00430_922b1ae8,B,global_bd80105025f241e0,probabilistic,"{""ip_range"": ""10.75.214.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Bangalore"", ""location_country"": ""IN"", ""hashed_email"": null}"
A_sess_00431_4e7c4ddc,A,B_sess_00432_fa266b92,B,global_c115e2e250c145cc,probabilistic,"{""ip_range"": ""10.62.215.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Los Angeles"", ""location_country"": ""US"", ""hashed_email"": null}"
A_sess_00433_8484d53a,A,B_sess_00434_e9dcbf9c,B,global_e79d57cc9c6b473e,probabilistic,"{""ip_range"": ""10.124.216.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Manchester"", ""location_country"": ""GB"", ""hashed_email"": null}"
A_sess_00435_a6b9ead9,A,B_sess_00436_e6432991,B,global_4b79ad0f1235429c,probabilistic,"{""ip_range"": ""10.109.217.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Sydney"", ""location_country"": ""AU"", ""hashed_email"": null}"
A_sess_00437_9d38276c,A,B_sess_00438_2a2afa21,B,global_9bbd278a558c4dd2,probabilistic,"{""ip_range"": ""10.117.218.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Manchester"", ""location_country"": ""GB"", ""hashed_email"": null}"
A_sess_00439_e6ab9753,A,B_sess_00440_d2ce6d3b,B,global_894be1ee0eae48e5,probabilistic,"{""ip_range"": ""10.251.219.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Houston"", ""location_country"": ""US"", ""hashed_email"": null}"
A_sess_00441_9843d8c8,A,B_sess_00442_bb28b61c,B,global_ae80bff7619f45db,probabilistic,"{""ip_range"": ""10.37.220.0/16"", ""device_type"": ""tablet"", ""location_city"": ""London"", ""location_country"": ""GB"", ""hashed_email"": null}"
A_sess_00443_166bdc38,A,B_sess_00444_3ad35b4b,B,global_790a6a80ea954996,probabilistic,"{""ip_range"": ""10.123.221.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Mexico City"", ""location_country"": ""MX"", ""hashed_email"": null}"
A_sess_00445_99121901,A,B_sess_00446_7f560239,B,global_a48d8da288224f19,probabilistic,"{""ip_range"": ""10.240.222.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Mexico City"", ""location_country"": ""MX"", ""hashed_email"": null}"
A_sess_00447_5d40b0f1,A,B_sess_00448_611543ff,B,global_a20032391cf44bdb,probabilistic,"{""ip_range"": ""10.35.223.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": null}"
A_sess_00449_b4c3433b,A,B_sess_00450_575fbbec,B,global_b539afee47784f17,probabilistic,"{""ip_range"": ""10.123.224.0/24"", ""device_type"": ""tablet"", ""location_city"": ""New York"", ""location_country"": ""US"", ""hashed_email"": null}"
A_sess_00451_f8a49226,A,B_sess_00452_154229ff,B,global_ca483b2d91b44d11,probabilistic,"{""ip_range"": ""10.180.225.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Mumbai"", ""location_country"": ""IN"", ""hashed_email"": null}"
A_sess_00453_9b111e63,A,B_sess_00454_0f16dbd1,B,global_11f6410b7c954296,probabilistic,"{""ip_range"": ""10.11.226.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Singapore"", ""location_country"": ""SG"", ""hashed_email"": null}"
A_sess_00455_6b43cfeb,A,B_sess_00456_f39ea959,B,global_ffb53e926a4444b5,probabilistic,"{""ip_range"": ""10.156.227.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Toronto"", ""location_country"": ""CA"", ""hashed_email"": null}"
A_sess_00457_b36f7404,A,B_sess_00458_a997d1ea,B,global_f8c76d1ec3ea493c,probabilistic,"{""ip_range"": ""10.253.228.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": null}"
A_sess_00459_3b364d01,A,B_sess_00460_9381d60d,B,global_93f0bb956b1f4991,probabilistic,"{""ip_range"": ""10.40.229.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Berlin"", ""location_country"": ""DE"", ""hashed_email"": null}"
A_sess_00461_92e823aa,A,B_sess_00462_d278ffeb,B,global_2a84c4342667408d,probabilistic,"{""ip_range"": ""10.64.230.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Los Angeles"", ""location_country"": ""US"", ""hashed_email"": null}"
A_sess_00463_f213a3c0,A,B_sess_00464_b5018246,B,global_7b21184c42774005,probabilistic,"{""ip_range"": ""10.234.231.0/16"", ""device_type"": ""desktop"", ""location_city"": ""London"", ""location_country"": ""GB"", ""hashed_email"": null}"
A_sess_00465_13cafeed,A,B_sess_00466_b151299f,B,global_0c2e0c7957944810,probabilistic,"{""ip_range"": ""10.239.232.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Sao Paulo"", ""location_country"": ""BR"", ""hashed_email"": null}"
A_sess_00467_c3ea09bc,A,B_sess_00468_404f1fe5,B,global_cc0391023e184134,probabilistic,"{""ip_range"": ""10.178.233.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Mumbai"", ""location_country"": ""IN"", ""hashed_email"": null}"
A_sess_00469_dfda32fb,A,B_sess_00470_5aee8ded,B,global_618c7d5262f94faa,probabilistic,"{""ip_range"": ""10.54.234.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Mumbai"", ""location_country"": ""IN"", ""hashed_email"": null}"
A_sess_00471_ef6165e4,A,B_sess_00472_68280b1b,B,global_fcb2dbfc268142ba,probabilistic,"{""ip_range"": ""10.192.235.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Sao Paulo"", ""location_country"": ""BR"", ""hashed_email"": null}"
A_sess_00473_1462fde5,A,B_sess_00474_55b4ed9e,B,global_f17ecdc8aee54244,probabilistic,"{""ip_range"": ""10.123.236.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Chicago"", ""location_country"": ""US"", ""hashed_email"": null}"
A_sess_00475_2c1c0e1e,A,B_sess_00476_bb5ba030,B,global_52dd6d8e39ec45a0,probabilistic,"{""ip_range"": ""10.186.237.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Osaka"", ""location_country"": ""JP"", ""hashed_email"": null}"
A_sess_00477_50fc7453,A,B_sess_00478_bfbb882d,B,global_34d45e96a1c04454,probabilistic,"{""ip_range"": ""10.87.238.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Bangalore"", ""location_country"": ""IN"", ""hashed_email"": null}"
A_sess_00479_a47199ee,A,B_sess_00480_b6080663,B,global_074ddd2a6d344823,probabilistic,"{""ip_range"": ""10.190.239.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Los Angeles"", ""location_country"": ""US"", ""hashed_email"": null}"
A_sess_00481_366518a7,A,B_sess_00482_fedc3d9d,B,global_f6d9077e56d4426c,probabilistic,"{""ip_range"": ""10.103.240.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Mumbai"", ""location_country"": ""IN"", ""hashed_email"": null}"
A_sess_00483_7b0977ee,A,B_sess_00484_a5e838e1,B,global_5b89bea00f724500,probabilistic,"{""ip_range"": ""10.213.241.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Paris"", ""location_country"": ""FR"", ""hashed_email"": null}"
A_sess_00485_c315b1c5,A,B_sess_00486_1430dfe7,B,global_6e7ca081371d454c,probabilistic,"{""ip_range"": ""10.154.242.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Mumbai"", ""location_country"": ""IN"", ""hashed_email"": null}"
A_sess_00487_358fb822,A,B_sess_00488_4372739c,B,global_51dd0f17d16c422b,probabilistic,"{""ip_range"": ""10.23.243.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": null}"
A_sess_00489_f28701c1,A,B_sess_00490_28f3232f,B,global_328c0d60f0d54003,probabilistic,"{""ip_range"": ""10.7.244.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Los Angeles"", ""location_country"": ""US"", ""hashed_email"": null}"
A_sess_00491_71f5d1fb,A,B_sess_00492_76e40fd1,B,global_6cda6a66077c47b1,probabilistic,"{""ip_range"": ""10.62.245.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Sydney"", ""location_country"": ""AU"", ""hashed_email"": null}"
A_sess_00493_e7b3fc6e,A,B_sess_00494_f2121c01,B,global_779d2426812d49a6,probabilistic,"{""ip_range"": ""10.158.246.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Sydney"", ""location_country"": ""AU"", ""hashed_email"": null}"
A_sess_00495_302544d2,A,B_sess_00496_ad74a3e7,B,global_1f362da9f4e04ced,probabilistic,"{""ip_range"": ""10.209.247.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Singapore"", ""location_country"": ""SG"", ""hashed_email"": null}"
A_sess_00497_3badc783,A,B_sess_00498_50d35ad6,B,global_472757dc0a434f6e,probabilistic,"{""ip_range"": ""10.82.248.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Houston"", ""location_country"": ""US"", ""hashed_email"": null}"
A_sess_00499_2dbe9e62,A,B_sess_00500_f595c568,B,global_073d133a2cc5414b,probabilistic,"{""ip_range"": ""10.216.249.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": null}"
A_sess_00501_6142a615,A,B_sess_00502_e4aa99ac,B,global_b2561c5792f94f67,probabilistic,"{""ip_range"": ""10.70.250.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Singapore"", ""location_country"": ""SG"", ""hashed_email"": null}"
A_sess_00503_4c0a882e,A,B_sess_00504_688d7507,B,global_06aceb25f84c4d93,probabilistic,"{""ip_range"": ""10.18.251.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Toronto"", ""location_country"": ""CA"", ""hashed_email"": null}"
A_sess_00505_9179a3b4,A,B_sess_00506_df21e788,B,global_be01e3b14597462c,probabilistic,"{""ip_range"": ""10.230.252.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Houston"", ""location_country"": ""US"", ""hashed_email"": null}"
A_sess_00507_2f9c6ccb,A,B_sess_00508_f2a10b7b,B,global_eb076ebd357743f1,probabilistic,"{""ip_range"": ""10.175.253.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Manchester"", ""location_country"": ""GB"", ""hashed_email"": null}"
A_sess_00509_1ce85c61,A,B_sess_00510_cbadc571,B,global_4f8fe2942e324884,probabilistic,"{""ip_range"": ""10.229.254.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": null}"
